Word,Meaning,POS,Phonetic,Example,Translation,Note,Unit
domestic,国内的,形,dəʊˈmɛstɪk,The domestic economy thrived as more people started investing in local businesses.,随着越来越多的人开始投资当地企业，国内经济蓬勃发展。,,10
imagine,想象,动,ɪˈmæʤɪn,It's fascinating to imagine what the future might hold with advancements in technology.,随着技术的进步，想象一下未来会发生什么，是一件令人着迷的事情。,【名】imagination ,10
though,然而，尽管,连,ðəʊ,They completed the project on time though it was challenging.,虽然项目具有挑战性，但他们还是按时完成了任务。,,10
hesitant,犹豫,形,ˈhɛzɪtᵊnt,Although hesitant at first she eventually agreed to take on the leadership role.,虽然起初有些犹豫，但她最终还是同意担任领导角色。,,10
specifically,具体地,副,spəˈsɪfɪkᵊli,The instructions were written specifically for beginners.,说明书是专门为初学者编写的。,【形/名】specific 具体的/具体的东西,10
element,要素，元素,名,ˈɛlɪmənt,Water is a vital element for all living organisms.,水是所有生物的重要元素。,,10
spa,温泉设施，休闲健身中心,名,spɑː,A spa day is relaxing.,水疗日让人身心放松。,,10
plumber,水暖工，管道工,名,ˈplʌmə,The plumber fixed the leaking sink in the kitchen.,水管工修好了厨房漏水的水槽。,,10
digital,数码的,形,ˈdɪʤɪtᵊl,Digital technology has transformed the way we communicate.,数字技术改变了我们的沟通方式。,,10
stack,一摞，堆叠,名,stæk,Books are neatly stacked on the shelf.,书籍整齐地堆放在书架上。,【其他—动】堆叠；摞起,10
series,系列,名,ˈsɪəriːz,The bookstore offers a popular series of novels.,书店提供了一系列广受欢迎的小说。,【注】单复数同形,10
resign,辞职,动,rɪˈzaɪn,The CEO chose to resign from his position due to personal reasons.,首席执行官因个人原因选择辞职。,,10
stress,强调,动,strɛs,The CEO stresses constantly the importance of teamwork.,首席执行官不断强调团队合作的重要性。,【其他—名】,10
manual,说明书，使用手册,名,ˈmænjuəl,The manual provides proper assembly instructions.,手册中提供了正确的组装说明。,【形】手动的,10
cashier,收银员，出纳,名,kæˈʃɪə,The cashier efficiently processed the transactions at the checkout counter.,收银员在结账柜台高效地处理了交易。,,11
total,合计,名,ˈtəʊtᵊl,The cashier calculated the total of the items before processing the payment.,收银员在处理付款之前计算了物品的总额。,【其他—形】总计的,11
waste,垃圾，浪费,名,weɪst,Proper recycling helps minimize waste.,适当的回收有助于最大限度地减少浪费。,【其他—动】浪费,11
set,设置，放，安排,动,sɛt,It's time to set the table for dinner.,是时候准备晚餐了。,【其他—名】一套,11
upgrade,升级,动,ʌpˈɡreɪd,It's time to upgrade your phone for better features.,是时候升级您的手机以获得更好的功能了。,【其他—名】,11
beforehand,提前，事先,副,bɪˈfɔːhænd,Planning beforehand allows for a smoother execution of complex projects.,事先规划可以让复杂项目的执行更加顺利。,,11
entertaining,有趣的，娱乐的,形,ˌɛntəˈteɪnɪŋ,The movie proved to be highly entertaining.,事实证明，这部电影极具娱乐性。,【动】entertain 款待，娱乐；【名】entertainment,11
method,方法,名,ˈmɛθəd,The new teaching method proved to be more effective in engaging students.,事实证明，新的教学方法能更有效地吸引学生。,,11
newly,最近地,副,ˈnjuːli,A tall building was newly constructed in the city center.,市中心新建了一座高楼。,,11
crowd,人群,名,ˈkraʊdɪd,The city center is often crowded especially during rush hours.,市中心经常很拥挤，尤其是在上下班高峰期。,,11
bistro,小餐馆，小酒馆,名,ˈbiːstrəʊ,The bistro downtown serves excellent French cuisine.,市中心的小酒馆供应一流的法国菜。,,11
estate,地产，财产,名,ɪˈsteɪt,Real estate in the city center is highly valued.,市中心的房地产价值很高。,,11
sculpture,雕塑,名,ˈskʌlpʧə,The city erected a new sculpture in the park.,市政府在公园里竖起了一座新雕塑。,,11
municipal,市政的，地方政府的，市营的,形,mjuːˈnɪsɪpᵊl,The municipal government is responsible for local services.,市政府负责当地的各项服务。,,11
mayor,市长,名,meɪə,The mayor addressed the citizens during the town hall meeting.,市长在市政厅会议上向市民发表了讲话。,,11
repave,重新铺设,动,ˌriːˈpeɪv,The city council decided to repave the main road to improve driving conditions.,市议会决定重新铺设主干道，以改善行车条件。,【名】pavement 人行道，路面,11
permit,许可,名,ˈpɜːmɪt,The city council issued a permit for the construction of a new building.,市议会颁发了建造新楼的许可证。,【其他—动】允许 /pəˈmɪt/,11
elect,选择,动,ɪˈlɛkt,The citizens will elect their new representative in the upcoming elections.,市民们将在即将举行的选举中选出他们的新代表。,【名】 election 选举,11
exchange,交换，兑换,动,ɪksˈʧeɪnʤ,Everyone in the marketing department exchanged their ideas at the conference.,市场营销部的每个人都在会上交流了自己的想法。,【其他—名】,11
produce,农作物,名,ˈprɒdjuːs,The market offers a variety of fresh produce,市场提供各种新鲜产品,【其他—动】【音】 生产 /prəˈdjuːs/,11
department,部门；系,名,dɪˈpɑːtmənt,The marketing department handles promotional activities.,市场部负责促销活动。,【形】departmental 部门的；【近】division 部门,11
ladder,梯子,名,ˈlædə,Using a ladder can make it easier to reach high shelves.,使用梯子可以更方便地够到高处的货架。,,11
coupon,优惠券,名,ˈkuːpɒn,Use this coupon to avail of a discount on your next purchase.,使用此优惠券可在下次购车时享受折扣。,,11
sample,采样，品尝，尝试,名,ˈsɑːmpᵊl,The laboratory received a sample for analysis and testing.,实验室收到一份样本，用于分析和测试。,,11
intern,实习生，实习医师,名,ˈɪntɜːn,The intern gained valuable experience working with the marketing team.,实习生获得了与营销团队合作的宝贵经验。,【名】internship 实习,11
actual,实际的,形,ˈækʧuəl,The actual cost was higher than the estimate.,实际成本高于估算。,【副】actually,11
trend,趋势,名,trɛnd,Trend in fashion is shifting towards bold colors.,时尚潮流正转向一些大胆的色彩。,,11
alert,使…警觉,动,əˈlɜːt,Stay alert for any changes in the schedule.,时刻关注日程安排的任何变化。,【其他—名】提醒，警告；【其他—形】警惕的,11
constraint,约束,名,kənˈstreɪnt,Time constraints may affect the completion of the project.,时间限制可能会影响项目的完成。,【动】constrain 限制，约束,11
asset,资产,名,ˈæsɛt,Time management is a valuable asset in achieving personal and professional goals.,时间管理是实现个人和职业目标的宝贵财富。,,11
factor,要素,名,ˈfæktə,Time management is a crucial factor for success.,时间管理是成功的关键因素。,,11
means,手段，方法,名,miːnz,Saving money is one means of achieving financial goals.,省钱是实现财务目标的一种手段。,【注】本身即单数或复数名,11
wildlife,野生动物,名,ˈwaɪldlaɪf,Conservation efforts protect wildlife habitats.,生态上的努力能够保护野生动物栖息地。,,11
salary,薪资,名,ˈsæləri,Her salary increased after the promotion.,升职后，她的工资增加了。,,11
interview,面试,动,ˈɪntəvjuː,The applicants were interviewed for admission.,申请者接受了入学面试。,【名】interviewer 面试者；【名】interviewee 受试者,11
thriving,繁荣的,形,ˈθraɪvɪŋ,The community garden is thriving with plants and flowers in full bloom.,社区花园欣欣向荣，花草竞相开放。,,11
community,社区，社团,名,kəˈmjuːnəti,The community came together to organize a neighborhood cleanup.,社区共同组织了一次邻里大扫除。,,11
grateful,感激的,形,ˈɡreɪtfᵊl,The community was grateful for the volunteers who helped rebuild after the natural disaster.,社区对帮助灾后重建的志愿者表示感谢。,【名】gratitude 感激之情,11
initiative,倡议,名,ɪˈnɪʃətɪv,The community initiative focuses on environmental conservation.,社区倡议聚焦于环境保护。,,11
influence,影响,动,ˈɪnfluəns,Social media can greatly influence consumer behavior.,社交媒体可以极大地影响消费者的行为。,【其他—名】,11
social,社会的,形,ˈsəʊʃᵊl,Social interactions are crucial for building meaningful connections with others.,社交互动对于与他人建立有意义的联系至关重要。,【名】socety 社会,11
reform,改革,动,ˌriːˈfɔːm,Social reform is essential for addressing issues of inequality in society.,社会改革对于解决社会不平等问题至关重要。,,11
preceding,在前的，前述的,形,prɪˈsiːdɪŋ,The preceding chapter laid the foundation for the concepts discussed in this section.,上一章为本节讨论的概念奠定了基础。,【动】preceed 先于,11
fluctuate,波动,动,ˈflʌkʧueɪt,Prices of commodities may fluctuate based on market demand and supply.,商品价格可能会根据市场供求关系而波动。,【名】fluctuation,11
conveniently,方便地,副,kənˈviːniəntli,The store is conveniently located near the subway station.,商店位于地铁站附近，交通便利。,【名】convenience 便利；【反】inconvenient 不便的,11
typically,典型地，通常地,副,ˈtɪpɪkᵊli,The store typically opens at 9 AM every day.,商店通常每天上午 9 点开门。,【形】typical 典型的,11
purchase,购买,动,ˈpɜːʧəs,The store offers discounts to encourage purchases.,商店提供折扣以鼓励消费。,【其他—名】,11
variety,多样性,名,vəˈraɪəti,The store offers a variety of products to suit different needs.,商店提供各种产品以满足不同需求。,,11
range,变动，（范围）包括,动,reɪnʤ,The store offers a wide range of products.,商店提供的产品种类繁多。,【其他—名】范围,11
merchandise,商品,名,ˈmɜːʧəndaɪz,The store sells a variety of merchandise.,商店出售各种商品。,,11
surface,浮现,动,ˈsɜːfɪs,The shiny surface of the lake reflected the clear blue sky.,闪亮的湖面倒映着湛蓝的天空。,【其他—名】表面,11
abundant,丰富,形,əˈbʌndᵊnt,The forest is abundant with diverse plant and animal species.,森林里有丰富多样的动植物物种。,【名】 abundance 丰裕,11
outdated,过时,形,aʊtˈdeɪtɪd,The software became outdated and there was an need for an upgrade.,软件已经过时，需要升级。,,11
version,版本,名,ˈvɜːʒᵊn,The software engineer released an upgraded version of the application.,软件工程师发布了应用程序的升级版本。,,11
orientation,迎新会， 目标， 方向,名,ˌɔːriənˈteɪʃᵊn,The orientation introduced new employees to the company's rules.,入职培训向新员工介绍了公司的规章制度。,,11
refer,参考,动,rɪˈfɜː,Refer to the user manual for instructions when you are in doubt.,如有疑问，请参阅用户手册获取说明。,【名】reference 参考，引用/ referral 推荐，介绍,11
hesitate,犹豫,动,ˈhɛzɪteɪt,Don't hesitate to ask for help if you need it.,如果需要帮助，请不要犹豫。,,11
measure,措施；衡量,名,ˈmɛʒə,Goals for this quarter couldn't have been achieved without the implemention of the new measure.,如果没有新措施的实施，本季度的目标就不可能实现。,【其他—动】测量,11
precision,精确,名,prɪˈsɪʒᵊn,The success of the mission depended on the precision of the instruments.,任务的成功取决于仪器的精确度。,,11
commitment,承诺,名,kəˈmɪtmənt,Success in any endeavor requires a strong commitment to the goals and objectives.,任何工作的成功都需要对目标和目的的坚定承诺。,【易混】commission 佣金，提成,11
dialogue,对话,名,ˈdaɪəlɒɡ,The characters engaged in a meaningful dialogue to resolve their differences.,人物之间进行了有意义的对话，以解决他们之间的分歧。,,11
personnel,全体人员，人事部门,名,ˌpɜːsᵊnˈɛl,The personnel department manages employee records and benefits.,人事部负责管理员工档案和福利。,,11
destination,目的地,名,ˌdɛstɪˈneɪʃᵊn,The tropical island is a popular tourist destination.,热带岛屿是热门的旅游目的地。,,11
shorten,缩短,动,ˈʃɔːtᵊn,Let's shorten the meeting agenda to save time.,让我们缩短会议议程，节省时间。,,11
brief,简短，简洁的,形,briːf,Keep your explanation brief and to the point.,让你的解释要简明扼要，切中要害。,,12
refrigerator,冰箱,名,rɪˈfrɪʤᵊreɪtə,Make sure to keep perishable items in the refrigerator to maintain freshness.,确保将易腐物品放在冰箱里以保持新鲜。,,12
wheel,车轮,名,wiːl,The bicycle with a missing wheel was temporarily out of commission.,缺少车轮的自行车暂时无法使用。,,12
faculty,全体教员，本科院系,名,ˈfækəlti,The faculty members contribute to the university's academic environment.,全体教师们为大学的学术环境做出了贡献。,,12
occasion,机会， 场合,名,əˈkeɪʒᵊn,The family gathered for a special occasion.,全家人欢聚一堂，庆祝特殊的时刻。,,12
successive,连续的，始终如一的,形,səkˈsɛsɪv,The team celebrated their third successive victory in the championship.,球队庆祝了他们在锦标赛中的第三次连胜。,【固】in successive order  连续的顺序,12
disappointed,失望的,形,ˌdɪsəˈpɔɪntɪd,The team was disappointed with the outcome of the championship game.,球队对冠军赛的结果感到失望。,,12
confirm,确认,动,kənˈfɜːm,Please confirm your attendance at the event by Friday.,请在周五之前确认您是否出席此次活动。,【名】confirmation,12
written,书面的,形,ˈrɪtᵊn,Please submit the written form by Tuesday.,请在周二之前提交书面表格。,,12
document,文书，书类,名,ˈdɒkjəmənt,Please sign this document before leaving.,请在离开前签署本文件。,【动】记录,12
thoroughly,彻底地,副,ˈθʌrəli,Please clean the area thoroughly before leaving.,请在离开前彻底清洁该区域。,【形】thorough 彻底的,12
sign,签名,动,saɪn,Please sign your name on the attendance sheet.,请在考勤表上签上您的名字。,【名】signiture 签名,12
submit,提交,动,səbˈmɪt,Please submit your completed application by the deadline.,请在截止日期前提交完整的申请。,【名】submission 提交,12
reserve,预约，确保,动,rɪˈzɜːv,Please reserve a table for two at the restaurant for this evening.,请在餐厅预订今晚的双人桌。,【名】reservation 保留,12
remind,提醒,动,rɪˈmaɪnd,Let me remind you of the important deadline for submitting your report.,请允许我提醒您提交报告的重要截止日期。,,12
excuse,原谅，宽恕,动,ɪkˈskjuːz,Please excuse my tardiness; I was caught in traffic.,请原谅我的迟到；我遇到了交通堵塞。,【其他—名】借口,12
note,注，指出，留意,动,nəʊt,Emplyees are asked to note important information to review later.,请员工记下重要信息，以便日后查看。,【其他—名】笔记,12
profile,轮廓，简介，概述,名,ˈprəʊfaɪl,Please update your online profile with recent information.,请用最新信息更新您的在线资料。,,12
belongings,随身物品，所有物,名,bɪˈlɒŋɪŋz,Please make sure to take all your belongings before departure.,请务必在出发前带好您的随身物品。,【注】本身即复数形式；【动】belong 属于,12
receipt,收据,名,rɪˈsiːt,Make sure to keep the receipt for your purchase in case you need to return the item.,请务必保留购物收据，以备退货之需。,,12
doorway,门口，出入口,名,ˈdɔːweɪ,Stand clear of the doorway to let others enter.,请勿站在门口妨碍他人进入。,,12
leave,离开，遗留,动,liːv,Please leave your contact information for follow-up.,请留下您的联系方式，以便我们跟进。,【其他—名】休假,12
notify,通知,动,ˈnəʊtɪfaɪ,Pleas notify the authorities immediately for assistance.,请立即通知有关部门寻求帮助。,【名】notification 通知,12
inform,通知,动,ɪnˈfɔːm,Please inform the manager about the changes.,请将这些变化告知经理。,,12
file,文件归档；提起诉讼,动,faɪl,Please file the documents in the top drawer.,请将文件归档到最上面的抽屉。,【其他—名】文件，文档,12
cart,手推车,名,kɑːt,Please place the items in the shopping cart for checkout.,请将商品放入购物车结账。,,12
plastic,塑料,名,ˈplæstɪk,Please recycle plastic to help the environment.,请回收塑料，保护环境。,,12
reply,回复,动,rɪˈplaɪ,Please reply to the email to confirm your attendance at the meeting.,请回复邮件确认出席会议。,,12
railing,扶手,名,ˈreɪlɪŋ,Please hold onto the railing for support on the stairs.,请扶着栏杆上楼梯。,,12
invoice,发票，发货单，请求书，明细书,名,ˈɪnvɔɪs,Please review the invoice and submit payment by the due date.,请查看发票，并在截止日期前付款。,,12
format,形式，格式,名,ˈfɔːmæt,Please follow the correct format for the report.,请按照正确的格式撰写报告。,,12
medication,药物,名,ˌmɛdɪˈkeɪʃᵊn,Take your medication as prescribed by the doctor.,请按医嘱服药。,,12
lightweight,轻量的,形,ˈlaɪtweɪt,A lightweight backpack is essential for the trip.,轻便的背包是旅行的必备品。,,12
overlook,忽略；眺望,动,ˌəʊvəˈlʊk,Always remember not to overlook details.,切记不要忽略细节。,,12
leadership,领导能力,名,ˈliːdəʃɪp,Strong leadership is beneficial for cohesiveness.,强有力的领导有利于增强凝聚力。,,12
former,先前的,形,ˈfɔːmə,The former CEO remains a consultant for the company.,前任首席执行官仍然是公司的顾问。,【反】latter 后者的,12
obligate,使负有法律义务,动,ˈɒblɪɡeɪt,Signing the contract will obligate you to fulfill the terms and conditions.,签署合同意味着您有义务履行合同的条款和条件。,【固】obligate someone to do something  迫使某人做某事 feel obligated to 感到有责任、义务,12
industry,产业，业界,名,ˈɪndəstri,The automobile industry is rapidly embracing electric vehicles.,汽车行业正在迅速迎接并接受电动汽车。,【形】industrial 工业的,12
predict,预测,动,prɪˈdɪkt,Meteorologists use advanced technology to predict weather patterns accurately.,气象学家利用先进技术准确预测天气模式。,,12
worldwide,全世界,形,ˌwɜːldˈwaɪd,The impact of climate change is a worldwide concern that requires global cooperation.,气候变化的影响是全球关注的问题，需要全球合作。,,12
rely,依靠,动,rɪˈlaɪ,Businesses often rely on customer satisfaction to improve products and services.,企业通常依靠客户满意度来改进产品和服务。,,12
down,沮丧的，失落的,形,daʊn,She felt a bit down after the results of the final exam came out.,期末考试成绩出来后，她的心情有些低落。,,12
praise,表扬,动,preɪz,The judges praised the performers for their outstanding performance.,评委们对表演者的出色表现大加赞赏。,,12
critic,评论家，批评者,名,ˈkrɪtɪk,The critic praised the novel for its originality and depth.,评论家称赞这部小说具有独创性和深度。,,12
evaluation,评价,名,ɪˌvæljuˈeɪʃᵊn,The evaluation process was thorough and fair.,评估过程全面且公正。,【动】evaluate,12
graphic,图形的,形,ˈɡræfɪk,Graphic design plays a key role in advertising.,平面设计在广告中起着关键作用。,,12
rafting,漂流运动，激流划舟,名,ˈrɑːftɪŋ,Rafting is an exciting water sport.,漂流是一项刺激的水上运动。,,12
critical,批评的，关键的,形,ˈkrɪtɪkᵊl,Critical thinking skills are essential in this job.,批判性思维能力在这份工作中至关重要。,,12
chat,聊天，闲聊,名,ʧæt,Friends often chat casually during lunch breaks.,朋友们经常在午休时间闲聊。,,12
intensive,集中的，密集的，彻底的,形,ɪnˈtɛnsɪv,Training requires intensive effort.,培训需要投入大量精力。,,12
session,集会，会议,名,ˈsɛʃᵊn,The training session lasted for two hours.,培训课程持续了两个小时。,,12
theme,主题,名,θiːm,The party had a Hawaiian theme with tropical decorations.,派对以夏威夷为主题，配以热带风情的装饰。,,12
mop,拖（地）,动,mɒp,Someone had to mop the floor to clean up the spills after the party.,派对结束后，必须有人拖地来清理溅出的水渍。,【注】sweep 扫地 过去式/过去分词 swept,12
housekeeper,管家,名,ˈhaʊsˌkiːpə,The housekeeper diligently cleaned and organized the rooms in the hotel.,女管家勤勤恳恳地打扫和整理酒店客房。,【形】 housekeeping 家政的,12
reward,报酬,名,rɪˈwɔːd,Hard work often leads to a sense of accomplishment and reward.,努力工作往往会带来成就感和回报。,【动】酬谢,12
agriculture,农业,名,ˈæɡrɪkʌlʧə,Agriculture is a vital industry in rural areas.,农业是农村地区的重要产业。,【形】agricultural,12
fertilize,施肥,动,ˈfɜːtɪlaɪz,Farmers use fertilizers to enhance the soil's nutrient content.,农民使用化肥来提高土壤的养分含量。,【名】fertilization 施肥,12
local,当地的,形,ˈləʊkᵊl,The farmers' market features a variety of fresh local produce.,农贸市场上有各种新鲜的本地农产品。,【副】locally,12
crop,农作物，产量,名,krɒp,The farmer was hopeful for a bountiful crop this season.,农夫对这一季的丰收充满希望。,,12
resident,居住者,名,ˈrɛzɪdᵊnt,New York City holds residents from diverse backgrounds.,纽约市的居民来自不同的背景。,【动】reside 居住；【名】residence 住所；居住,12
tax,税,名,tæks,You need to file your income tax before the deadline.,您需要在截止日期前申报所得税。,,12
translate,翻译,动,trænzˈleɪt,Can you translate this document from English to Spanish for our international partners?,您能为我们的国际合作伙伴将这份文件从英文翻译成西班牙文吗？,,12
deduct,扣除,动,dɪˈdʌkt,You can deduct business expenses when filing your annual tax return.,您可以在每年报税时扣除业务开支。,【名】 deduction 扣剪,12
redeem,赎回,动,rɪˈdiːm,You can redeem your loyalty points for discounts on future purchases.,您可以用忠诚度积分兑换未来购物的折扣。,【名】redemption 偿还，兑换,12
substitute,代理，代替,动,ˈsʌbstɪtjuːt,You can substitute butter with olive oil.,您可以用橄榄油油代替黄油。,【其他—名】替代品,13
lower,降低，减少,动,ˈləʊə,You can use the lever to lower the blinds for less sunlight.,您可以使用控制杆拉下百叶窗，减少阳光照射。,,13
subscribe,订购，订阅,动,səbˈskraɪb,You can subscribe to receive updates from the newsletter.,您可以订阅新闻简报，接收最新信息。,【名】subscription 订阅,13
via,经由,介,ˈvaɪə,You can reach the destination via the express train.,您可以乘坐特快列车到达目的地。,,13
territory,个人管理的管区，领土,名,ˈtɛrɪtᵊri,The birds marked their territory in the forest.,鸟儿们在森林里标记自己的领地。,,13
clarify,明确,动,ˈklærɪfaɪ,Could you clarify the instructions for the assignment?,你能给我解释一下作业的要求吗？,【名】clarification,13
flavor,风味,名,ˈfleɪvə,Can you do me a favor and pick up groceries?,你能帮我个忙，去买点日用品吗？,,13
block,封锁；阻碍,动,blɒk,You're blocking my view.,你挡住我视线了。,【其他—名】阻碍；街区；一块,13
acceptance,接受,名,əkˈsɛptᵊns,You must wait for acceptance into the village.,你必须等待许可才可以进入村庄。,【动】accept ,13
accomplishment,成就,名,əˈkʌmplɪʃmənt,That is a huge accomplishment without any doubt.,那无疑是个巨大的成就。,【动】accomplish,13
certain,确定的,形,ˈsɜːtᵊn,Certain tasks require attention to detail and precision.,某些任务需要关注细节和精确度。,【其他—代词】某些【名】 certainty 确定性 ,13
amaze,使…吃惊,动,əˈmeɪz,The magician's performance amazed the audience.,魔术师的表演令观众大开眼界。,【形】amazed 感到吃惊的，吃惊的；【形】amazing 令人吃惊的,13
investment,投资,名,ɪnˈvɛstmənt,Wise investment decisions are essential for long-term financial stability.,明智的投资决策对长期财务稳定至关重要。,,13
position,职位，位置,名,pəˈzɪʃᵊn,The interviewee secured a new position in the company after the interview.,面试结束后，受试者在公司获得了一个新职位。,,13
available,可利用的，预约有空的,形,əˈveɪləbᵊl,Tickets are available both online and at the box office.,门票在网上和售票处均可购买。,【名】availability 可用性,13
stuck,被困住的,形,stʌk,The door was stuck so it was difficult to open.,门被卡住了，很难打开。,,13
employee,雇员,名,ˌɛmplɔɪˈiː,Each employee received recognition for their contributions.,每位员工的贡献都得到了认可。,【名】employer 雇主；【动】employ 雇佣,13
participant,参加者,名,pɑːˈtɪsɪpᵊnt,Every participant contributed to the group project.,每位参与者都为小组项目做出了贡献。,,13
cyclist,自行车手,名,ˈsaɪklɪst,Every morning the cyclist takes a scenic route along the river.,每天早晨，骑自行车的人都会沿着河边的风景线骑行。,,13
per,每…,介,pɜː,The price is 10 dollar per item.,每件商品售价 10 美元。,,13
badge,徽章；胸章,名,bæʤ,Every employee wore a badge with their name and position.,每个员工都佩戴着印有姓名和职位的胸牌。,,13
individual,个人的，单独的，个别的,形,ˌɪndɪˈvɪʤuəl,Each student has an individual perspective.,每个学生都有自己的观点。,【其他—名】独立个体,13
prerequisite,先决条件,名,ˌpriːˈrɛkwɪzɪt,Meeting the prerequisite conditions is essential for enrollment in the advanced course.,满足先决条件是注册高级课程的必要条件。,,13
seller,售卖者,名,ˈsɛlə,The seller provided a warranty for the purchased item.,卖家为所购商品提供了保修服务。,,13
buyer,买家,名,ˈbaɪə,The buyer negotiated a better price for the car.,买家为汽车谈了一个更实惠的价格。,,13
achievement,成就,名,əˈʧiːvmənt,Massachusetts Institute of Technology is renowned for its scientific achievements.,麻省理工学院以其科学成就而闻名 。,【动】achieve 达到,13
founder,创立者,名,ˈfaʊndə,Ms. Rodriguez is the founder of the company.,罗德里格斯女士是公司的创始人。,,13
port,港口,名,pɔːt,The ship entered the busy port to unload cargo.,轮船驶入繁忙的港口卸货。,,13
paralegal,律师助理,名,ˌpærəˈliːɡl,The law firm hired a paralegal to assist with document preparation and legal research.,律师事务所聘请了一名律师助理，协助准备文件和进行法律研究。,,13
encounter,遇到,动,ɪnˈkaʊntə,Travelers often encounter new cultures and experiences.,旅行者经常会遇到新的文化和体验。,,13
itinerary,旅行日程,名,aɪˈtɪnᵊrᵊri,The travel itinerary outlined the schedule for the upcoming business trip.,旅行日程表概述了即将进行的商务旅行的日程安排。,,13
valid,有效的,形,ˈvælɪd,Make sure your passport is valid before traveling.,旅行前请确保您的护照有效。,,13
retail,零售,名,ˈriːteɪl,The retail industry experienced a surge in online sales.,零售业的网上销售额激增。,【反】wholesale 批发,13
flexible,灵活的，有弹性的,形,ˈflɛksəbᵊl,Flexible working hours contribute to a better work-life balance.,灵活的工作时间有助于更好地平衡工作与生活。,,13
collaborate,合作,动,kəˈlæbəreɪt,The two companies decided to collaborate on a joint venture.,两家公司决定合资合作。,【名】collaboration,13
merger,合并,名,ˈmɜːʤə,The two companies made a joint statement about the upcoming merger.,两家公司就即将进行的合并发表了联合声明。,,13
distance,距离,名,ˈdɪstᵊns,The distance between the two cities is 100 miles.,两个城市之间的距离是 100 英里。,【形】distant 遥远的,13
productivity,生产力,名,ˌprɒdʌkˈtɪvəti,Good sleep habits contribute to better productivity.,良好的睡眠习惯有助于提高工作效率。,【形】productive 高产的,13
manner,方式，举止，态度,名,ˈmænə,Good manners are essential in creating a positive and respectful social environment.,良好的礼仪对于营造积极向上、相互尊重的社会环境至关重要。,【固】in a ... manner 以...样的方式,13
inspire,启发,动,ɪnˈspaɪə,The motivational speaker aimed to inspire the audience with stories of perseverance.,励志演讲者旨在用坚持不懈的故事激励听众。,【名】inspiration 鼓舞,13
assembly,集会，人群，装配,名,əˈsɛmbli,The legislative assembly convened to discuss critical issues facing the nation.,立法大会召开，讨论国家面临的重大问题。,【动】 assemble 组装,13
known,知名的，出名的,形,nəʊn,The historical site is known for its ancient artifacts.,历史遗址以其古老的文物而闻名。,,13
historian,历史学家,名,hɪˈstɔːriən,The historian published a book on medieval Europe.,历史学家出版了一本关于中世纪欧洲的书。,,13
ideally,理想情况下,副,aɪˈdɪəli,Ideally I would prefer to finish the project by the end of the week.,理想情况下，我希望能在本周末完成该项目。,,13
fabric,布料,名,ˈfæbrɪk,The dress was made from luxurious silk fabric.,礼服由奢华的丝绸面料制成。,,13
behavior,行为,名,bɪˈheɪvjə,Understanding consumer behavior is crucial for successful marketing strategies.,了解消费者行为是成功营销策略的关键。,【形】 behavioral 行为的,13
outlook,前景，展望,名,ˈaʊtlʊk,Embracing an optimistic outlook can significantly impact how we navigate and conquer life's challenges.,乐观的心态会极大地影响我们如何应对和战胜生活中的挑战。,,13
handout,分发的资料,名,ˈhændaʊt,The teacher distributed handouts at the beginning of the class.,老师在课堂开始时分发了讲义。,,13
repeatedly,反反复复地,副,rɪˈpiːtɪdli,The teacher reminded the students repeatedly to review the material.,老师反复提醒学生复习教材。,【动】 repeat 重复,13
caller,打电话者，来访者,名,ˈkɔːlə,The caller asked for information about the event.,来电者询问了该活动的信息。,,13
complimentary,免费的,形,ˌkɒmplɪˈmɛntᵊri,Guests received complimentary drinks at the event.,来宾们在活动中收到了免费的饮品。,,13
courier,快递员，信使,名,ˈkʊriə,A courier delivered the important documents within hours.,快递员在几小时内就将重要文件送达。,,13
deliver,投递，发表演说,动,dɪˈlɪvə,The courier will deliver the package by tomorrow morning.,快递员将在明早之前送达包裹。,,13
package,包裏，袋，盒子,名,ˈpækɪʤ,The courier delivered a package to my doorstep.,快递员把一个包裹送到了我家门口。,,13
inventory,库存,名,ˈɪnvᵊntᵊri,The inventory count revealed a shortage of certain products.,库存盘点发现某些产品短缺。,,13
filter,过滤器,名,ˈfɪltə,The air purifier uses a filter to remove particles and improve indoor air quality.,空气净化器使用过滤器去除微粒，改善室内空气质量。,【其他—动】过滤,13
ratio,比率,名,ˈreɪʃiəʊ,The ratio of students to teachers in the classroom is a crucial factor in education.,课堂上的师生比例是教育的关键因素。,,13
interactive,互动的，交互的，相互作用的,形,ˌɪntərˈæktɪv,The lesson was interactive and engaging.,课程互动性强，引人入胜。,【动】interact 互动；【名】interaction 互动,13
spacious,空间宽敞的,形,ˈspeɪʃəs,The living room is spacious and well-lit.,客厅宽敞明亮。,【名】space 空间 ,13
aboard,交通工具上地，上交通工具地,副,əˈbɔːd,The guests went aboard the luxury cruise ship.,客人们登上了豪华游轮。,【易混】abroad adj. 出国的/ adv. 出国地,13
register,登录，注册,动,ˈrɛʤɪstə,Customers can register online for exclusive access to product launches.,客户可以在线注册，以获得产品发布的专属权限。,【名】registration 注册，登记,13
customize,定制,动,ˈkʌstəˌmaɪz,Customers can customize their orders to suit their preferences.,客户可以根据自己的喜好定制订单。,【近】personalize,13
